time,queue
3083,0
3084,28
3086,0
3087,24
3089,0
3090,21
3092,0
3093,39
3095,0
3096,38
3098,0
3099,34
3101,0
3102,32
3104,0
3105,38
3107,0
3108,38
3110,0
3111,42
3113,0
3114,24
3116,0
3117,33
3119,0
3120,39
3122,0
3123,30
3125,0
3126,38
3128,0
3129,51
3131,0
3132,31
3134,0
3135,37
3137,0
3138,38
3140,0
3141,29
3143,0
3144,26
3146,0
3147,34
3149,0
3150,40
3152,0
3153,40
3155,0
3156,29
3158,0
3159,30
3161,0
3162,27
3164,0
3165,33
3167,0
3168,32
3170,0
3171,30
3173,0
3174,40
3176,0
3177,30
3179,0
3180,38
3182,0
3183,33
3185,0
3186,28
3188,0
3189,44
3191,0
3192,30
3194,0
3195,34
3197,0
3198,27
3200,0
3201,28
3203,0
3204,38
3206,0
3207,35
3209,0
3210,46
3212,0
3213,26
3215,0
3216,32
3218,0
3219,33
3221,0
3222,31
3224,0
3225,24
3227,0
3228,32
3230,0
3231,38
3233,0
3234,43
3236,0
3237,30
3239,0
3240,32
3242,0
3243,26
3245,0
3246,23
3248,0
3249,28
3251,0
3252,42
3254,0
3255,28
3257,0
3258,32
3260,0
3261,36
3263,0
3264,36
3266,0
3267,37
3269,0
3270,40
3272,0
3273,28
3275,0
3276,36
3278,0
3279,31
3281,0
3282,31
3284,0
3285,25
3287,0
3288,27
3290,0
3291,35
3293,0
3294,42
3296,0
3297,33
3299,0
3300,43
3302,0
3303,30
3305,0
3306,43
3308,0
3309,37
3311,0
3312,46
3314,0
3315,31
3317,0
3318,40
3320,0
3321,29
3323,0
3324,23
3326,0
3327,34
3329,0
3330,42
3332,0
3333,43
3335,0
3336,23
3338,0
3339,27
3341,0
3342,37
3344,0
3345,40
3347,0
3348,26
3350,0
3351,31
3353,0
3354,34
3356,0
3357,29
3359,0
3360,33
3362,0
3363,32
3365,0
3366,39
3368,0
3369,41
3371,0
3372,29
3374,0
3375,35
3377,0
3378,34
3380,0
3381,30
3383,0
3384,36
3386,0
3387,40
3389,0
3390,33
3392,0
3393,38
3395,0
3396,29
3398,0
3399,34
3401,0
3402,27
3404,0
3405,32
3407,0
3408,22
3410,0
3411,31
3413,0
3414,33
3416,0
3417,28
3419,0
3420,40
3422,0
3423,40
3425,0
3426,28
3428,0
3429,27
3431,0
3432,30
3434,0
3435,34
3437,0
3438,32
3440,0
3441,31
3443,0
3444,27
3446,0
3447,37
3449,0
3450,27
3452,0
3453,33
3455,0
3456,29
3458,0
3459,46
3461,0
3462,36
3464,0
3465,45
3467,0
3468,38
3470,0
3471,34
3473,0
3474,31
3476,0
3477,31
3479,0
3480,36
3482,0
3483,43
3485,0
3486,35
3488,0
3489,39
3491,0
3492,32
3494,0
3495,40
3497,0
3498,39
3500,0
3501,32
3503,0
3504,34
3506,0
3507,40
3509,0
3510,35
3512,0
3513,41
3515,0
3516,26
3518,0
3519,33
3521,0
3522,44
3524,0
3525,35
3527,0
3528,34
3530,0
3531,22
3533,0
3534,32
3536,0
3537,43
3539,0
3540,40
3542,0
3543,32
3545,0
3546,34
3548,0
3549,22
3551,0
3552,31
3554,0
3555,31
3557,0
3558,29
3560,0
3561,36
3563,0
3564,31
3566,0
3567,39
3569,0
3570,36
3572,0
3573,43
3575,0
3576,37
3578,0
3579,35
3581,0
3582,31
3584,0
3585,33
3587,0
3588,37
3590,0
3591,39
3593,0
3594,33
3596,0
3597,35
3599,0
3600,29
3602,0
3603,35
3605,0
3606,27
3608,0
3609,29
3611,0
3612,27
3614,0
3615,41
3617,0
3618,49
3620,0
3621,23
3623,0
3624,19
3626,0
3627,35
3629,0
3630,34
3632,0
3633,41
3635,0
3636,29
3638,0
3639,24
3641,0
3642,23
3644,0
3645,36
3647,0
3648,30
3650,0
3651,25
3653,0
3654,28
3656,0
3657,22
3659,0
3660,28
3662,0
3663,19
3665,0
3666,41
3668,0
3669,28
3671,0
3672,43
3674,0
3675,31
3677,0
3678,41
3680,0
3681,26
3683,0
3684,34
3686,0
3687,30
3689,0
3690,29
3692,0
3693,22
3695,0
3696,38
3698,0
3699,38
3701,0
3702,39
3704,0
3705,43
3707,0
3708,25
3710,0
3711,34
3713,0
3714,24
3716,0
3717,36
3719,0
3720,37
3722,0
3723,36
3725,0
3726,18
3728,0
3729,32
3731,0
3732,23
3734,0
3735,36
3737,0
3738,28
3740,0
3741,27
3743,0
3744,39
3746,0
3747,31
3749,0
3750,41
3752,0
3753,34
3755,0
3756,35
3758,0
3759,46
3761,0
3762,32
3764,0
3765,29
3767,0
3768,33
3770,0
3771,26
3773,0
3774,34
3776,0
3777,42
3779,0
3780,27
3782,0
3783,24
3785,0
3786,37
3788,0
3789,30
3791,0
3792,28
3794,0
3795,27
3797,0
3798,39
3800,0
3801,34
3803,0
3804,30
3806,0
3807,23
3809,0
3810,28
3812,0
3813,31
3815,0
3816,24
3818,0
3819,31
3821,0
3822,33
3824,0
3825,37
3827,0
3828,40
3830,0
3831,32
3833,0
3834,31
3836,0
3837,40
3839,0
3840,29
3842,0
3843,32
3845,0
3846,34
3848,0
3849,31
3851,0
3852,33
3854,0
3855,34
3857,0
3858,33
3860,0
3861,44
3863,0
3864,38
3866,0
3867,33
3869,0
3870,38
3872,0
3873,33
3875,0
3876,21
3878,0
3879,24
3881,0
3882,28
3884,0
3885,30
3887,0
3888,24
3890,0
3891,44
3893,0
3894,36
3896,0
3897,44
3899,0
3900,27
3902,0
3903,36
3905,0
3906,32
3908,0
3909,28
3911,0
3912,37
3914,0
3915,38
3917,0
3918,28
3920,0
3921,35
3923,0
3924,32
3926,0
3927,33
3929,0
3930,32
3932,0
3933,33
3935,0
3936,30
3938,0
3939,48
3941,0
3942,39
3944,0
3945,29
3947,0
3948,32
3950,0
3951,30
3953,0
3954,21
3956,0
3957,39
3959,0
3960,24
3962,0
3963,30
3965,0
3966,34
3968,0
3969,36
3971,0
3972,30
3974,0
3975,34
3977,0
3978,29
3980,0
3981,28
3983,0
3984,37
3986,0
3987,36
3989,0
3990,36
3992,0
3993,39
3995,0
3996,33
3998,0
3999,30
4001,0
4002,32
4004,0
4005,21
4007,0
4008,26
4010,0
4011,33
4013,0
4014,34
4016,0
4017,39
4019,0
4020,31
4022,0
4023,40
4025,0
4026,32
4028,0
4029,39
4031,0
4032,40
4034,0
4035,32
4037,0
4038,35
4040,0
4041,22
4043,0
4044,28
4046,0
4047,32
4049,0
4050,38
4052,0
4053,35
4055,0
4056,25
4058,0
4059,31
4061,0
4062,38
4064,0
4065,32
4067,0
4068,36
4070,0
4071,39
4073,0
4074,26
4076,0
4077,27
4079,0
4080,37
4082,0
4083,24
4085,0
4086,19
4088,0
4089,32
4091,0
4092,25
4094,0
4095,33
4097,0
4098,27
4100,0
4101,30
4103,0
4104,28
4106,0
4107,31
4109,0
4110,38
4112,0
4113,51
4115,0
4116,37
4118,0
4119,42
4121,0
4122,30
4124,0
4125,39
4127,0
4128,29
4130,0
4131,36
4133,0
4134,34
4136,0
4137,25
4139,0
4140,36
4142,0
4143,43
4145,0
4146,34
4148,0
4149,41
4151,0
4152,33
4154,0
4155,31
4157,0
4158,29
4160,0
4161,37
4163,0
4164,27
4166,0
4167,39
4169,0
4170,44
4172,0
4173,43
4175,0
4176,36
4178,0
4179,40
4181,0
4182,34
4184,0
4185,33
4187,0
4188,39
4190,0
4191,46
4193,0
4194,30
4196,0
4197,34
4199,0
4200,28
4202,0
4203,29
4205,0
4206,28
4208,0
4209,31
4211,0
4212,35
4214,0
4215,29
4217,0
4218,37
4220,0
4221,32
4223,0
4224,30
4226,0
4227,22
4229,0
4230,41
4232,0
4233,41
4235,0
4236,45
4238,0
4239,27
4241,0
4242,28
4244,0
4245,37
4247,0
4248,35
4250,0
4251,30
4253,0
4254,39
4256,0
4257,35
4259,0
4260,37
4262,0
4263,31
4265,0
4266,30
4268,0
4269,36
4271,0
4272,36
4274,0
4275,36
4277,0
4278,36
4280,0
4281,36
4283,0
4284,28
4286,0
4287,39
4289,0
4290,30
4292,0
4293,45
4295,0
4296,46
4298,0
4299,35
4301,0
4302,26
4304,0
4305,33
4307,0
4308,34
4310,0
4311,32
4313,0
4314,31
4316,0
4317,36
4319,0
4320,27
4322,0
4323,30
4325,0
4326,30
4328,0
4329,29
4331,0
4332,36
4334,0
4335,30
4337,0
4338,42
4340,0
4341,25
4343,0
4344,34
4346,0
4347,31
4349,0
4350,30
4352,0
4353,24
4355,0
4356,29
4358,0
4359,33
4361,0
4362,34
4364,0
4365,29
4367,0
4368,32
4370,0
4371,32
4373,0
4374,29
4376,0
4377,43
4379,0
4380,36
4382,0
4383,26
4385,0
4386,29
4388,0
4389,33
4391,0
4392,33
