time,queue
2105.76,548
2106.88,4
2107.27,392
2108.31,0
2108.75,66
2109.74,0
2112.01,60
2113.2,95
2114.77,351
2115.71,0
2117.65,316
2118.6,77
2120.6,266
2121.42,120
2123.67,376
2124.86,0
2126.58,458
2127.64,0
2128.83,243
2129.88,0
2131.48,182
2132.36,0
2132.7,233
2133.56,0
2135.97,44
2136.86,0
2136.86,346
2137.89,0
2139.47,0
2140.43,44
2145.21,226
2146.14,0
2148.03,771
2149,0
2149.54,259
2150.5,0
2151.29,69
2152.23,0
2153.15,119
2154.26,0
2156.46,134
2157.58,47
2158.95,340
2160.13,0
2160.96,247
2162.05,0
2166.24,121
2167.35,191
2169.78,626
2170.75,456
2171.7,536
2172.78,380
2175.04,605
2175.94,282
2178.51,714
2179.67,375
2180.27,650
2181.14,495
2182.26,476
2183.08,531
2183.57,673
2184.74,163
2187.5,600
2188.31,229
2192.76,549
2193.73,259
2195.32,893
2196.48,5
2198.26,498
2199.17,226
2203.18,283
2204.19,241
2205.41,830
2206.32,190
2210.04,429
2210.98,198
2212.52,748
2213.51,305
2218.87,464
2219.89,205
2222.39,1132
2223.31,122
2226.81,552
2227.97,0
2230.61,630
2231.52,0
2232.88,393
2234.02,0
2234.21,231
2235.27,0
2238.21,36
2239.27,0
2243.08,443
2244.14,258
2247.51,612
2248.5,212
2250.57,793
2251.56,209
2251.7,531
2252.74,0
2255.43,228
2256.38,0
2260.72,391
2261.76,0
2264.6,620
2265.46,385
2267.64,450
2268.62,239
2271.71,663
2272.72,315
2274.84,693
2275.94,236
2276.69,663
2277.62,255
2279.29,365
2280.38,238
2285.98,499
2286.85,213
2288.52,1079
2289.62,0
2291.7,470
2292.73,0
2295.24,294
2296.29,0
2297.6,383
2298.43,124
2299.82,197
2300.89,242
2303.26,330
2304.25,126
2305.69,618
2306.67,0
2309.75,337
2310.61,184
2312.79,483
2313.87,294
2314.17,487
2315.26,25
2316.95,345
2317.78,0
2321.22,262
2322.19,0
2325.23,536
2326.2,0
2327.77,454
2328.7,0
2331.32,210
2332.49,0
2338,390
2339.14,0
2341.19,826
2342.1,148
2344.34,313
2345.46,134
2347.25,514
2348.21,44
2351.33,416
2352.47,0
